model,task,fold,seed,checkpoint_path,checkpoint_sha256,normalizer_path,normalizer_sha256,normalizer_artifact_kind,train_subjects,checkpoint_selection_subjects,heldout_subjects,source_sessions,future_session,representation_layer,representation_dimension,checkpoint_source_experiment,selected_epoch,status,errors
EEGConformer,OpenBMI_MI,3,2,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_mi\fold3_seed2\selected.pt,c470e9bed303dd397f376ed2ccd540e86f5a7376a3e122702d5dc0aed8e4e320,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_mi\fold3_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,recomputed TRAIN-source mean/std; values not persisted,1;11;15;2;20;21;23;26;28;3;30;31;33;38;40;41;44;47;48;5;50;52;53;6;7;9,14;32;35;43;46;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,2440,persist_eeg_eegconformer_fbcnet_multiseed_v1,10,PASS,
EEGConformer,OpenBMI_MI,4,0,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_mi\fold4_seed0\selected.pt,8ee4853ad1850a57ef7ba3c6091f132fe2ab4c169efa140810e39cd20076f77b,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_mi\fold4_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d,recomputed TRAIN-source mean/std; values not persisted,1;10;14;16;19;2;22;23;26;27;28;3;30;31;32;33;35;40;43;45;47;49;5;50;6;8,11;15;34;38;48;52,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,2440,persist_eeg_eegconformer_fbcnet_multiseed_v1,30,PASS,
EEGConformer,OpenBMI_MI,4,1,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_mi\fold4_seed1\selected.pt,15b9f5c7fc211c40e59088a8a87f5ac60c40d9d78409328491addfd83a8f7c73,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_mi\fold4_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d,recomputed TRAIN-source mean/std; values not persisted,1;10;14;16;19;2;22;23;26;27;28;3;30;31;32;33;35;40;43;45;47;49;5;50;6;8,11;15;34;38;48;52,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,2440,persist_eeg_eegconformer_fbcnet_multiseed_v1,35,PASS,
EEGConformer,OpenBMI_MI,4,2,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_mi\fold4_seed2\selected.pt,28d2d383da181b09c198f4f2eb8bca2ccf3c4535c7bdf9b745ddc61c3f7a3116,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_mi\fold4_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d,recomputed TRAIN-source mean/std; values not persisted,1;10;14;16;19;2;22;23;26;27;28;3;30;31;32;33;35;40;43;45;47;49;5;50;6;8,11;15;34;38;48;52,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,2440,persist_eeg_eegconformer_fbcnet_multiseed_v1,31,PASS,
EEGConformer,OpenBMI_ERP,0,0,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold0_seed0\selected.pt,b2c4b787de81eeb9f42483e90b9bb028b4cd7b0e25f73ce34cacf5be77608cb2,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold0_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,recomputed TRAIN-source mean/std; values not persisted,1;10;16;2;20;21;22;23;27;28;30;31;34;35;40;41;43;44;45;46;48;49;50;52;53;7,11;14;19;26;8;9,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,440,persist_eeg_eegconformer_fbcnet_multiseed_v1,36,PASS,
EEGConformer,OpenBMI_ERP,0,1,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold0_seed1\selected.pt,aaf72edc4b184cab9a5a2106d8924b3381b4ea489f0f25116176eadd6539b03a,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold0_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,recomputed TRAIN-source mean/std; values not persisted,1;10;16;2;20;21;22;23;27;28;30;31;34;35;40;41;43;44;45;46;48;49;50;52;53;7,11;14;19;26;8;9,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,440,persist_eeg_eegconformer_fbcnet_multiseed_v1,22,PASS,
EEGConformer,OpenBMI_ERP,0,2,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold0_seed2\selected.pt,5cd1f847c3488df598e8e0d63964940dc0d846f03ff14fa02fb698368e2ea487,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold0_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,recomputed TRAIN-source mean/std; values not persisted,1;10;16;2;20;21;22;23;27;28;30;31;34;35;40;41;43;44;45;46;48;49;50;52;53;7,11;14;19;26;8;9,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,440,persist_eeg_eegconformer_fbcnet_multiseed_v1,21,PASS,
EEGConformer,OpenBMI_ERP,1,0,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold1_seed0\selected.pt,5a3314ca87e74651737745d1829830e3889b298cd59011992e6832ff06fdcde0,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold1_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,recomputed TRAIN-source mean/std; values not persisted,10;16;19;20;21;22;23;27;3;30;32;33;34;38;41;45;46;47;48;49;5;50;53;6;7;9,1;11;15;44;52;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,440,persist_eeg_eegconformer_fbcnet_multiseed_v1,18,PASS,
EEGConformer,OpenBMI_ERP,1,1,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold1_seed1\selected.pt,61cc8cdf01143f1669daed58c3b42bc9b37f5dfc08d52873bae34343e60596e2,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold1_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,recomputed TRAIN-source mean/std; values not persisted,10;16;19;20;21;22;23;27;3;30;32;33;34;38;41;45;46;47;48;49;5;50;53;6;7;9,1;11;15;44;52;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,440,persist_eeg_eegconformer_fbcnet_multiseed_v1,31,PASS,
EEGConformer,OpenBMI_ERP,1,2,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold1_seed2\selected.pt,db606135cc1d49b3318e686c571c7489b1edb437c0a42fdb07574b9cf8c4689e,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold1_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,recomputed TRAIN-source mean/std; values not persisted,10;16;19;20;21;22;23;27;3;30;32;33;34;38;41;45;46;47;48;49;5;50;53;6;7;9,1;11;15;44;52;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,440,persist_eeg_eegconformer_fbcnet_multiseed_v1,30,PASS,
EEGConformer,OpenBMI_ERP,2,0,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold2_seed0\selected.pt,79d572ac67c8109470e5ee8309f196711ad21020f9f1be6badba6062b18391ca,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold2_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,recomputed TRAIN-source mean/std; values not persisted,10;15;16;19;2;20;21;22;26;27;28;3;31;32;33;34;38;40;41;43;44;47;49;53;7;9,14;35;45;46;5;6,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,440,persist_eeg_eegconformer_fbcnet_multiseed_v1,21,PASS,
EEGConformer,OpenBMI_ERP,2,1,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold2_seed1\selected.pt,848bc1b5cbe471f7f01ea858e1aa9943f11f6aa344999e37d76da9ac2f19c6e0,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold2_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,recomputed TRAIN-source mean/std; values not persisted,10;15;16;19;2;20;21;22;26;27;28;3;31;32;33;34;38;40;41;43;44;47;49;53;7;9,14;35;45;46;5;6,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,440,persist_eeg_eegconformer_fbcnet_multiseed_v1,17,PASS,
EEGConformer,OpenBMI_ERP,2,2,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold2_seed2\selected.pt,211be216c8a7f750631a8054bb2644a680a1394780c53c9297c9cfacbe23d1be,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold2_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,recomputed TRAIN-source mean/std; values not persisted,10;15;16;19;2;20;21;22;26;27;28;3;31;32;33;34;38;40;41;43;44;47;49;53;7;9,14;35;45;46;5;6,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,440,persist_eeg_eegconformer_fbcnet_multiseed_v1,28,PASS,
EEGConformer,OpenBMI_ERP,3,0,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold3_seed0\selected.pt,99bd6e764ef3a5b761cb6de0048de1ea12c293d1bd7f81aa3b0f975be26569a3,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold3_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,recomputed TRAIN-source mean/std; values not persisted,1;11;15;2;20;21;23;26;28;3;30;31;33;38;40;41;44;47;48;5;50;52;53;6;7;9,14;32;35;43;46;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,440,persist_eeg_eegconformer_fbcnet_multiseed_v1,20,PASS,
EEGConformer,OpenBMI_ERP,3,1,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold3_seed1\selected.pt,313e6899b4dfb8507622a6050e6fb91279822b5b65a79266ac01438f9a86fbe4,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold3_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,recomputed TRAIN-source mean/std; values not persisted,1;11;15;2;20;21;23;26;28;3;30;31;33;38;40;41;44;47;48;5;50;52;53;6;7;9,14;32;35;43;46;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,440,persist_eeg_eegconformer_fbcnet_multiseed_v1,17,PASS,
EEGConformer,OpenBMI_ERP,3,2,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold3_seed2\selected.pt,8d5fb07833ab26446974ba82f0a4d8bd747f9e63eac51c742bd269188001d469,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold3_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,recomputed TRAIN-source mean/std; values not persisted,1;11;15;2;20;21;23;26;28;3;30;31;33;38;40;41;44;47;48;5;50;52;53;6;7;9,14;32;35;43;46;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,440,persist_eeg_eegconformer_fbcnet_multiseed_v1,27,PASS,
EEGConformer,OpenBMI_ERP,4,0,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold4_seed0\selected.pt,2d3ccdacfda7ca65407f5735f5e6a7383def8def29e3aff97dc7cdde926c53a6,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold4_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,recomputed TRAIN-source mean/std; values not persisted,1;10;14;16;19;2;22;23;26;27;28;3;30;31;32;33;35;40;43;45;47;49;5;50;6;8,11;15;34;38;48;52,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,440,persist_eeg_eegconformer_fbcnet_multiseed_v1,18,PASS,
EEGConformer,OpenBMI_ERP,4,1,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold4_seed1\selected.pt,522b4d37a9edb71f60a53cca54e9fcd8bf1cb9325848e6e28d9cc287594d7a47,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold4_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,recomputed TRAIN-source mean/std; values not persisted,1;10;14;16;19;2;22;23;26;27;28;3;30;31;32;33;35;40;43;45;47;49;5;50;6;8,11;15;34;38;48;52,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,440,persist_eeg_eegconformer_fbcnet_multiseed_v1,15,PASS,
EEGConformer,OpenBMI_ERP,4,2,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold4_seed2\selected.pt,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_erp\fold4_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,recomputed TRAIN-source mean/std; values not persisted,1;10;14;16;19;2;22;23;26;27;28;3;30;31;32;33;35;40;43;45;47;49;5;50;6;8,11;15;34;38;48;52,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,440,persist_eeg_eegconformer_fbcnet_multiseed_v1,13,PASS,
EEGConformer,OpenBMI_SSVEP,0,0,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold0_seed0\selected.pt,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold0_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,recomputed TRAIN-source mean/std; values not persisted,1;10;16;2;20;21;22;23;27;28;30;31;34;35;40;41;43;44;45;46;48;49;50;52;53;7,11;14;19;26;8;9,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,2440,persist_eeg_eegconformer_fbcnet_multiseed_v1,40,PASS,
EEGConformer,OpenBMI_SSVEP,0,1,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold0_seed1\selected.pt,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold0_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,recomputed TRAIN-source mean/std; values not persisted,1;10;16;2;20;21;22;23;27;28;30;31;34;35;40;41;43;44;45;46;48;49;50;52;53;7,11;14;19;26;8;9,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,2440,persist_eeg_eegconformer_fbcnet_multiseed_v1,25,PASS,
EEGConformer,OpenBMI_SSVEP,0,2,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold0_seed2\selected.pt,4a68b562a20f95f7c66019277476616bbf03b67fe6a7236ecf8d7aaec0a74dce,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold0_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,recomputed TRAIN-source mean/std; values not persisted,1;10;16;2;20;21;22;23;27;28;30;31;34;35;40;41;43;44;45;46;48;49;50;52;53;7,11;14;19;26;8;9,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,2440,persist_eeg_eegconformer_fbcnet_multiseed_v1,40,PASS,
EEGConformer,OpenBMI_SSVEP,1,0,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold1_seed0\selected.pt,32f75fd16bbe0eff08e3188a355638875f14106e7890072708a0f26b07796e2f,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold1_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,recomputed TRAIN-source mean/std; values not persisted,10;16;19;20;21;22;23;27;3;30;32;33;34;38;41;45;46;47;48;49;5;50;53;6;7;9,1;11;15;44;52;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,2440,persist_eeg_eegconformer_fbcnet_multiseed_v1,17,PASS,
EEGConformer,OpenBMI_SSVEP,1,1,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold1_seed1\selected.pt,06ea20e228c0015193e6803d265bba49f0d0c88ff786bff31b10444ecae5bde5,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold1_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,recomputed TRAIN-source mean/std; values not persisted,10;16;19;20;21;22;23;27;3;30;32;33;34;38;41;45;46;47;48;49;5;50;53;6;7;9,1;11;15;44;52;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,2440,persist_eeg_eegconformer_fbcnet_multiseed_v1,32,PASS,
EEGConformer,OpenBMI_SSVEP,1,2,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold1_seed2\selected.pt,486469f56d7b9082b277a7a1692b4d0a50aab1eb8104fb55aa5a06b07b27b9e1,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold1_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,recomputed TRAIN-source mean/std; values not persisted,10;16;19;20;21;22;23;27;3;30;32;33;34;38;41;45;46;47;48;49;5;50;53;6;7;9,1;11;15;44;52;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,2440,persist_eeg_eegconformer_fbcnet_multiseed_v1,24,PASS,
EEGConformer,OpenBMI_SSVEP,2,0,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold2_seed0\selected.pt,b3f95a55bf72ebb6e60bab30891cd9766e80a824713c2b64e697652c3a114955,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold2_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,recomputed TRAIN-source mean/std; values not persisted,10;15;16;19;2;20;21;22;26;27;28;3;31;32;33;34;38;40;41;43;44;47;49;53;7;9,14;35;45;46;5;6,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,2440,persist_eeg_eegconformer_fbcnet_multiseed_v1,36,PASS,
EEGConformer,OpenBMI_SSVEP,2,1,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold2_seed1\selected.pt,77873e5ea9e4e54033df5006beb147232c7f61beaf78deffac8e85a6732e95e6,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold2_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,recomputed TRAIN-source mean/std; values not persisted,10;15;16;19;2;20;21;22;26;27;28;3;31;32;33;34;38;40;41;43;44;47;49;53;7;9,14;35;45;46;5;6,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,2440,persist_eeg_eegconformer_fbcnet_multiseed_v1,41,PASS,
EEGConformer,OpenBMI_SSVEP,2,2,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold2_seed2\selected.pt,0ed9f3ffa1b638c3fdf1d323c6bd9ba84a7b77eaae013516e5b07ef41d86fd0f,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold2_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,recomputed TRAIN-source mean/std; values not persisted,10;15;16;19;2;20;21;22;26;27;28;3;31;32;33;34;38;40;41;43;44;47;49;53;7;9,14;35;45;46;5;6,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,2440,persist_eeg_eegconformer_fbcnet_multiseed_v1,21,PASS,
EEGConformer,OpenBMI_SSVEP,3,0,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold3_seed0\selected.pt,8f2fc67d712feb757b872fc8c6175b50ad1671bb1d3e5d185d099740466418ff,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold3_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,recomputed TRAIN-source mean/std; values not persisted,1;11;15;2;20;21;23;26;28;3;30;31;33;38;40;41;44;47;48;5;50;52;53;6;7;9,14;32;35;43;46;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,2440,persist_eeg_eegconformer_fbcnet_multiseed_v1,22,PASS,
EEGConformer,OpenBMI_SSVEP,3,1,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold3_seed1\selected.pt,9e79a68dbe8d260bb705f5bf53c122cbea23e370f2c648f475a9870e5102a525,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold3_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,recomputed TRAIN-source mean/std; values not persisted,1;11;15;2;20;21;23;26;28;3;30;31;33;38;40;41;44;47;48;5;50;52;53;6;7;9,14;32;35;43;46;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,2440,persist_eeg_eegconformer_fbcnet_multiseed_v1,31,PASS,
EEGConformer,OpenBMI_SSVEP,3,2,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold3_seed2\selected.pt,369262f15a70570b6e54d564adaf34e992298fba7c7356d9cd7645a33c23f284,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold3_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,recomputed TRAIN-source mean/std; values not persisted,1;11;15;2;20;21;23;26;28;3;30;31;33;38;40;41;44;47;48;5;50;52;53;6;7;9,14;32;35;43;46;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,2440,persist_eeg_eegconformer_fbcnet_multiseed_v1,22,PASS,
EEGConformer,OpenBMI_SSVEP,4,0,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold4_seed0\selected.pt,0983ae1b20b62337dddd631620ae2e5ef4fda69cb170ffb8fa5a6b5e559d8cff,D:\nips-temp\TotalP\P1\eegconformer_fbcnet_runtime\cells\eegconformer\openbmi_ssvep\fold4_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,recomputed TRAIN-source mean/std; values not persisted,1;10;14;16;19;2;22;23;26;27;28;3;30;31;32;33;35;40;43;45;47;49;5;50;6;8,11;15;34;38;48;52,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.classifier forward-pre-hook,2440,persist_eeg_eegconformer_fbcnet_multiseed_v1,46,PASS,
